emisor,termino_consulta,idioma,fuente,titulo,autor,descripcion,url,url_imagen,contenido,fecha_publicacion,fecha_consulta_desde,fecha_consulta_hasta
ENEL,ENEL,es,Eleconomista.es,El gigante del viento danés se hunde: Orsted cede un 28% en la mayor caída en bolsa de su historia,Sergio Fernández,"Orsted se hunde un 28% este lunes en bolsa. La compañía enfocada en la instalación y explotación de molinos de viento para producir energía renovable acumula la mayo caída en bolsa de su historia hasta arrastrar a la acción a las 222 coronas danesas (29,9 eur…",https://www.eleconomista.es/mercados-cotizaciones/noticias/13500184/08/25/el-gigante-del-viento-danes-se-hunde-orsted-cede-un-28-en-la-mayor-caida-en-bolsa-de-su-historia.html,https://s03.s3c.es/imag/_v0/1899x1036/e/6/d/1200x655_Orsted_eolico_caida_bolsa.jpg,Orsted se hunde un 28% este lunes en bolsa. La compañía enfocada en la instalación y explotación de molinos de viento para producir energía renovable acumula la mayo caída en bolsa de su historia has… [+3568 chars],2025-08-11T09:09:30,2025-07-27,2025-08-25
Banco de Bogotá,Banco de Bogotá,es,El Financiero,Falta de estímulos e informalidad frenan la ruta de la vivienda verde,Fernando Navarrete,"En el país apenas 34 mil viviendas en México tienen certificado EDGE que avala sus ahorros en energía, agua y validan su sustentabilidad.",https://www.elfinanciero.com.mx/empresas-ESG/2025/08/11/falta-de-estimulos-e-informalidad-frenan-la-ruta-de-la-vivienda-verde/,https://www.elfinanciero.com.mx/resizer/v2/HJV5LKTSBREVBIDW7TJZ34ICV4.jpg?smart=true&auth=de0be5b1649064e47811d2192c3ddba8f523e58b05e960e416d28af90c5de8d3&width=1200&height=630,"En México existen alrededor de 35.3 millones de viviendas, de acuerdo con el Inegi, de las cuales alrededor de 8 millones se encuentran en rezago habitacional. Del total de viviendas del país, apenas… [+4207 chars]",2025-08-11T08:09:31,2025-07-27,2025-08-25
ISA,ISA,es,Www.df.cl,Industria de concesiones en alerta: competencia en licitaciones cae a menor nivel de los últimos 17 años,Laura Guzmán,"El número de ofertas en los procesos licitatorios del Ministerio de Obras Públicas bajó de un promedio de 4,6 entre 2008 y 2010 a solo dos en el último quinquenio.",https://www.df.cl/empresas/construccion/industria-de-concesiones-en-alerta-competencia-en-licitaciones-cae-a-menor,https://www.df.cl/noticias/site/artic/20250808/imag/foto_0000000420250808174845/Sector-Puente-Lo-Saldes-_ATON.jpg,"Sin embargo, el sector enfrenta un problema que genera cada vez más inquietud: la falta de competencia en los procesos de licitación. La disminución tanto en la cantidad de ofertas como en la diversi… [+4652 chars]",2025-08-11T08:00:00,2025-07-27,2025-08-25
ENEL,ENEL,es,Www.df.cl,Cambio en el área legal del grupo Cencosud: gerencia corporativa la asumió un exejecutivo de la eléctrica Enel,J. Troncoso Ostornol,El abogado Sebastián Rivera dejó la compañía controlada por la familia Paulmann; fue reemplazado por Nicolás Lustig.,https://www.df.cl/empresas/energia/cambio-en-el-area-legal-del-grupo-cencosud-gerencia-corporativa-la-asumio,https://www.df.cl/noticias/site/artic/20250808/imag/foto_0000000920250808163847/Nicolas-Lustig.jpg,"Un nuevo cambio se concretó en la plana ejecutiva de Cencosud, luego que el abogado Sebastián Rivera dejara la compañía controlada por la familia Paulmann. 
En agosto de 2020, había sido nombrado co… [+2526 chars]",2025-08-11T08:00:00,2025-07-27,2025-08-25
Banco de Occidente,Banco de Occidente,es,Elperiodico.com,"La UDEF acredita que un oligarca de la industria militar rusa ligado a Putin blanqueó 16 millones comprando una ""lujosa mansión"" en la Costa Brava","Tono Calleja Flórez, J. G. Albalat","La Unidad Central de Delincuencia Económica y Fiscal (UDEF) del Cuerpo Nacional de Policía (CNP) ha logrado acreditar que el director general adjunto primero de la corporación estatal rusa Rostec, Vladímir Artyakov, un oligarca ligado a Vladímir Putin, se val…",https://www.elperiodico.com/es/politica/20250811/rusia-oligarca-udef-blanqueo-cataluna-girona-costa-brava-industria-militar-120469002,https://estaticos-cdn.prensaiberica.es/clip/db957b80-3562-4af2-a684-04beb3c5900c_16-9-discover-aspect-ratio_default_0.jpg,"La Unidad Central de Delincuencia Económica y Fiscal (UDEF) del Cuerpo Nacional de Policía (CNP) ha logrado acreditar que el director general adjunto primero de la corporación estatal rusa Rostec, Vl… [+9362 chars]",2025-08-11T04:00:02,2025-07-27,2025-08-25
ISA,ISA,es,Lavozdegalicia.es,La 1 se llena de famosos del mundo del corazón en sus nuevos programas,J. Moreno,"Mar Flores y su hijo Carlo Costanzia, concursantes de «DecoMasters», se suman a Isa Pantoja y Asraf en el mismo espacio. Rosa Benito demostrará sus dotes culinarios en «MasterChef Celebrity»",https://www.lavozdegalicia.es/noticia/television/2025/08/11/1-llena-famosos-mundo-corazon-nuevos-programas/0003_202508G11P29991.htm,https://img.lavdg.com/sc/yLB7S5-AMBuQQQX3o-g1p2hMUEo=/1280x/2025/08/10/00121754833082094338143/Foto/GG11P29F1_15379.jpg,TVE confía su nueva temporada a los personajes famosos. La cadena pública prepara el desembarco de hasta cuatro concursos con la participación de celebridades para ocupar la franja del prime time de … [+4894 chars],2025-08-11T03:00:00,2025-07-27,2025-08-25
Grupo Energía de Bogotá,Grupo Energía de Bogotá,es,Elconfidencial.com,"Sonorama Ribera 2025: la explosión de Carolina Durante, la atracción magnética de Viva Suecia y la sorpresa de Alcalá Norte",Roberto Ruiz Anderson,"Artistas como Carolina Durante, Viva Suecia, Arde Bogotá, La Raíz, Franz Ferdinand o Supergrass han encabezado la 28ª edición de Sonorama Ribera, celebrada estos días en Aranda de Duero",https://www.elconfidencial.com/cultura/2025-08-10/sonorama-ribera-2025-cronica-carolina-durante-viva-suecia_4188994/,"https://images.ecestaticos.com/rLh9FvyiiXZ_46tBZ7_dJiSiNRw=/0x0:2272x1614/600x315/filters:fill(white):format(jpg):quality(99):watermark(f.elconfidencial.com/file/bae/eea/fde/baeeeafde1b3229287b0c008f7602058.png,0,275,1)/f.elconfidencial.com/original/5b5/1dc/73e/5b51dc73e697e8c14abae17f1e5e24ee.jpg","Aranda de Duero (Burgos) ha acogido un año más uno de los festivales más singulares de España, una experiencia cargada de emociones desde las calles y plazas de la villa hasta el recinto principal, d… [+23430 chars]",2025-08-10T21:24:00,2025-07-27,2025-08-25
DAVIVIENDA,DAVIVIENDA,es,Nacion.com,Retenes sorpresa para pillar a los que circulan sin permiso ni revisión vehicular,Redacción de La Nación,"Nuestros lectores comparten sus inquietudes sobre la inseguridad que ahoga a Costa Rica, el incumplimiento de condiciones por parte de un banco privado y quienes conducen vehículos carentes de los permisos reglamentarios",https://www.nacion.com/opinion/cartas/retenes-sorpresa-para-pillar-a-los-que-circulan/S4EACNQUAFEERJVU5JJE2R5GIM/story/,https://www.nacion.com/resizer/v2/AYVZ7FNNPRGJNLH72FV2JKDK6A.png?smart=true&auth=62763a1df66045c83ad1c6c95ea1320ab9ee75d6cb2f49986ccc73cc7f2c429a&width=1440,"¿Cómo puede ser que transiten buses, tráileres y camiones sin los permisos reglamentarios, luego de haber excedido su vida útil? Circulan sin revisión técnica y en mal estado, y ponen en riesgo a muc… [+4354 chars]",2025-08-10T15:00:00,2025-07-27,2025-08-25
Banco de Occidente,Banco de Occidente,es,Nacion.com,¿Cómo será el mundo en el año 2035?,Jaime Ordóñez,"Un mundo multipolar, con grandes desigualdades económicas y la espada de Damocles ambiental. Los BRICS desplazarán a Occidente y el dólar podría dejar de ser la moneda referencia. La tecnología y la IA –parte de nuestros problemas– podrían ser nuestra única t…",https://www.nacion.com/opinion/columnistas/como-sera-el-mundo-en-el-ano-2035/AAIBKIXWVZD4FNCBGFKD6BVQRQ/story/,https://www.nacion.com/resizer/v2/ZHF433365VALZJ2K2CG7UF6HLA.jpg?smart=true&auth=764f8c021713988e8b2a455c2124a8f98d9f1b2bae60f2365af1348397ae5116&width=1440,"En semanas pasadas, una red de centros de investigación del mundo nos pidió opinión a 30 personas de diversos continentes sobre cómo será el planeta dentro de 10 años. Aquí van mis predicciones.
El … [+7917 chars]",2025-08-10T14:15:00,2025-07-27,2025-08-25
ENEL,ENEL,es,Latercera.com,50 años con energías renovables: Metro es certificado de carboneutralidad y lanza bip! conmemorativa,María José Halabi,"Metro de Santiago venderá 20 mil tarjetas bip! que estarán disponible en las Líneas 1, 2,3,4 y 5 durante los próximos días.",https://www.latercera.com/nacional/noticia/50-anos-con-energias-renovables-metro-es-certificado-de-carboneutralidad-y-lanza-bip-conmemorativa/,https://www.latercera.com/resizer/v2/VRKWTASCPVEGPHXDVZEVORJJDU.jpeg?auth=a1f9d8ac4bb6ae2077cc359a39623aee8d9812aea38f525e89d9cdbec611c313&height=630&width=1200&smart=true,"El viernes 7 de agosto, Metro de Santiago recibió el Sello de Neutralización del Programa Huella Chile, que otorga el Ministerio de Medio Ambiente. Esto al mismo tiempo que cumple 50 años de electrom… [+2681 chars]",2025-08-10T13:37:44,2025-07-27,2025-08-25
Grupo Energía de Bogotá,Grupo Energía de Bogotá,es,Jenesaispop.com,"Arde Bogotá y Amaia, el ying y el yang de un emocionante final de Sonorama",Gabriel Carey,"La banda murciana da el mejor concierto de su carrera. 
La noticia Arde Bogotá y Amaia, el ying y el yang de un emocionante final de Sonorama es de jenesaispop.com.",https://jenesaispop.com/2025/08/10/505033/arde-bogota-amaia-sonorama/,https://jenesaispop.com/wp-content/uploads/2025/08/SR25_20250809_GLORIANM_DSC_4727-1.jpg,"No ha pasado nada y eso es lo que mejor que puede pasar, aseguró Javier Ajenjo, director del festival, durante la rueda de prensa de Carolina Durante el pasado viernes. Efectivamente, Sonorama Ribera… [+6844 chars]",2025-08-10T13:17:28,2025-07-27,2025-08-25
Banco de Bogotá,Banco de Bogotá,es,Perfil.com,La paradoja de la calidad en Latinoamérica,Fernando Arrieta,"Aunque la región cuenta con polos innovadores, la falta de disciplina en la gestión impide que ese potencial se traduzca en resultados sostenibles. Leer más",https://noticias.perfil.com/noticias/empresas/la-paradoja-de-la-calidad-en-latinoamerica.phtml,https://fotos.perfil.com/2024/03/11/trim/1280/720/ciberseguridad-1768386.jpg,"América Latina enfrenta una contradicción persistente: posee talento, creatividad y capacidad técnica en múltiples sectores, pero sigue atrapada en una cultura de improvisación que debilita su compet… [+4444 chars]",2025-08-10T11:32:00,2025-07-27,2025-08-25
ENEL,ENEL,es,Cnnchile.com,Enel pierde ante la justicia: Ordenan a empresa rebajar totalidad de monto facturado en exceso a clienta,CNN Chile,"La Corte de Santiago estimó que la empresa distribuidora tuvo un actuar ""actuar ilegal y arbitrario"" además de ""contumaz"" con las facturaciones a clienta afectada.",https://www.cnnchile.com/pais/enel-pierde-ante-la-justicia-ordenan-a-empresa-rebajar-totalidad-de-monto-facturado-en-exceso-a-clienta_20250810/,https://media.cnnchile.com/sites/2/2025/08/Enel-2.jpg,"La Corte de Santiago estimó que la empresa distribuidora tuvo un actuar ""actuar ilegal y arbitrario"" además de ""contumaz"" con las facturaciones a clienta afectada.La Corte de Apelaciones de Santiago … [+2479 chars]",2025-08-10T10:54:29,2025-07-27,2025-08-25
ENEL,ENEL,es,Excelsior.com.mx,Entre Lecumberri y las Islas Marías,liliana.moscoso,"ana laura jaso
En 2012, durante una cobertura periodística a las Islas Marías, Alberto Solís conoció a Jorge Hernández Castillo, el Wama (1941-2015), un hombre que fue condenado a 30 años de prisión por un crimen que siempre negó haber cometido.

El periodi…",https://www.excelsior.com.mx/expresiones/entre-lecumberri-y-las-islas-marias/1732090,https://www.excelsior.com.mx/media/pictures/2025/08/10/3357244.jpg,"En 2012, durante una cobertura periodística a las Islas Marías, Alberto Solís conoció a Jorge Hernández Castillo, el Wama (1941-2015), un hombre que fue condenado a 30 años de prisión por un crimen q… [+3123 chars]",2025-08-10T07:37:30,2025-07-27,2025-08-25
ISA,ISA,es,Milenio,No son hippies. Así se vive el surf profesional en Baja California Sur,"Yair Hernández,Ariel Ojeda","DOMINGA.- En Los Cerritos parece cosa fácil. La ola se acerca, estoy de espaldas pero la escucho. Me recuesto boca abajo en la tabla. No sé por qué pero siento confianza. Llega la cresta y de inmediato pongo en práctica los pasos que el entrenador sintetizó e…",https://www.milenio.com/deportes/pasion-respeto-ola-surf-baja-california-sur,https://cdn.milenio.com/uploads/media/2025/08/07/oaxaca-guerrero-colima-nayarit-baja.jpg,"DOMINGA.- En Los Cerritos parece cosa fácil. La ola se acerca, estoy de espaldas pero la escucho. Me recuesto boca abajo en la tabla. No sé por qué pero siento confianza. Llega la cresta y de inmedia… [+7345 chars]",2025-08-10T06:33:54,2025-07-27,2025-08-25
ENEL,ENEL,es,La Nacion,Del sueño a la pesadilla: los actores famosos que pasaron por traumáticas audiciones,Natalia Trzenko,"Más allá del éxito que hayan conseguido después, muchas estrellas afirman que las experiencias fallidas marcaron sus carreras",https://www.lanacion.com.ar/espectaculos/cine/del-sueno-a-la-pesadilla-los-actores-famosos-que-pasaron-por-traumaticas-audiciones-nid10082025/,https://resizer.glanacion.com/resizer/v2/bradley-cooper-meryl-streep-george-clooney-tres-FDDYRRSYDFDR7GSAFA4QKN3MLA.JPG?auth=ae51e494dac6a9ccc343684d3b3b067b09f13cc3c198a2ed1004000bec86a777&width=1200&quality=70&smart=false&height=800,"Por más éxitos de taquilla, premios Oscar y popularidad que hayan conseguido, muchos de los actores más famosos de Hollywood tienen una pesadilla en común. Hasta los intérpretes más talentosos tienen… [+9562 chars]",2025-08-10T03:01:00,2025-07-27,2025-08-25
ENEL,ENEL,es,La Nacion,Proyectaron un volumen exclusivo para sus hijos anticipando su mayor independencia y sumaron una casita de 18m2 como estudio,"Daniela Rossi, Natalia Pietracupa","En Zona Norte, visitamos una casa proyectada por dos arquitectos con volúmenes en L que miran a un roble centenario",https://www.lanacion.com.ar/revista-living/fuera-del-estandar-dos-arquitectos-proyectaron-una-casa-de-volumenes-superpuestos-y-desfasados-nid10082025/,https://resizer.glanacion.com/resizer/v2/CY4O5DKQI5FITIJYECXYFKVAM4.jpg?auth=d1ece7a57f1417b0cce0043f52f40f559b6f1575229ba7082840f6755df8f3be&width=1200&height=800&quality=70&smart=true,"Un roble de 120 anos en el medio del jardin se transformo en el punto de partida del proyecto. Para conservarlo y verlo desde todos los ambientes, los arquitectos Mariana Villanueva y Sebastian Cseh … [+2995 chars]",2025-08-10T03:00:00,2025-07-27,2025-08-25
ISA,ISA,es,Excelsior.com.mx,Vacaciones de ensueño en Europa terminaron en despido injustificado a su regreso,lizeth.hernández.melendez,"Lizeth Diana Hernández
Isa González compartió un mensaje desgarrador en TikTok al confesar entre lágrimas que fue despedida de su trabajo después de viajar a Europa con su pareja. La joven narró que, aunque viajó sin goce de sueldo y regresó a laborar por 15…",https://www.excelsior.com.mx/trending/vacaciones-de-ensueno-europa-terminaron-despido-injustificado-su-regreso/1732033,https://www.excelsior.com.mx/media/pictures/2025/08/09/3357082.jpg,"Isa González compartió un mensaje desgarrador en TikTok al confesar entre lágrimas que fue despedida de su trabajo después de viajar a Europa con su pareja. La joven narró que, aunque viajó sin goce … [+1301 chars]",2025-08-09T19:29:26,2025-07-27,2025-08-25
Banco de Occidente,Banco de Occidente,es,Eldiario.es,"Cinco rostros de mujer, cinco rostros de la inmigración en Andalucía: salir del abismo con un futuro por vivir",Montse Hernández,"Madjenin, Karmen, Umeyma, Luz y Brenda han sido participantes del programa de personas refugiadas de Cruz Roja. Son las historias de cinco mujeres, cinco personas con nombre e identidad única, con una vida que dejan atrás
El Observatorio de Desigualdad de An…",https://www.eldiario.es/andalucia/cinco-rostros-mujer-cinco-rostros-inmigracion-andalucia-salir-abismo-futuro-vivir_1_12498951.html,https://static.eldiario.es/clip/585f7513-9ded-4e58-847a-faa7f5bea392_facebook-watermarked-aspect-ratio_default_0.jpg,"Millones de personas en todo el mundo abandonan su país de origen cada año. Lo hacen huyendo de una pesadilla, en busca de un sueño, como reto personal o simplemente empujadas por la curiosidad o el … [+19780 chars]",2025-08-09T19:12:44,2025-07-27,2025-08-25
ECOPETROL,ECOPETROL,es,Elespectador.com,"Álvaro Uribe, entre luces y sombras (Segunda parte)",Hernando Llano Ángel,"La vida política de Álvaro Uribe está iluminada y ensombrecida por numerosas paradojas. El origen de las mismas se encuentra en su reducción de la política a un combate irreductible e interminable del bien contra el mal. De la virtud y el honor, que asume rep…",https://blogs.elespectador.com/actualidad/calicanto/alvaro-uribe-entre-luces-y-sombras-segunda-parte/,https://blogsnew.s3.amazonaws.com/wp-content/uploads/2025/07/29153555/BZTCXPRTOJL4BIJPIYBGEPBRGY.jpg,"(Artículo para “EL PAÍS, el periódico global, sección AMÉRICA-COLOMBIA”, edición del fin de semana).
La vida política de Álvaro Uribe está iluminada y ensombrecida por numerosas paradojas. El origen… [+12123 chars]",2025-08-09T19:07:07,2025-07-27,2025-08-25
Banco de Bogotá,Banco de Bogotá,es,Latercera.com,"Quien es Felipe Baraona, el brazo derecho de Gabriel Ruiz-Tagle que negoció la venta de Construmart",Fernando Vega,"En el mercado dicen que para saber en qué anda Gabriel Ruiz-Tagle hay que seguirle los pasos a Felipe Baroana Undurraga, el gerente general de Triple I, el family office del empresario y expresidente de Colo Colo. Considerado desde 2013 como su mano derecha, …",https://www.latercera.com/pulso/noticia/el-hombre-que-negocio-construmart/,https://www.latercera.com/resizer/v2/C6MJB3IO3RFLHKK6TTFBMW3B3E.JPG?auth=86df4468ee65702f21f5ad81ff65219f7c0f4bf40ffd20a25526f310dbf15273&height=630&width=1200&smart=true,"Hasta 2013, muy pocos ejecutivos en la Bolsa habían oído hablar de Felipe Baraona Undurraga. Ahora, el nombre del gerente general de Triple I, el family office del empresario y exministro del Deporte… [+6953 chars]",2025-08-09T11:00:00,2025-07-27,2025-08-25
ENEL,ENEL,es,Www.df.cl,Las claves de los primeros resultados de empresas que marcan la mitad del año,Jorge Isla / Francisco Noguera,,https://www.df.cl/senal-df/el-deal/las-claves-de-los-primeros-resultados-de-empresas-que-marcan-la-mitad-del,https://www.df.cl/noticias/site/artic/20250808/imag/foto_0000000120250808192127/foto_0000000220220126124350.jpg,"Un balance mixto arrojan los primeros resultados de empresas al primer semestre de este año. En ese escenario, se combinan tendencias positivas en compañías que recientemente enfrentaban escenarios d… [+20835 chars]",2025-08-09T08:00:00,2025-07-27,2025-08-25
ISA,ISA,es,Lavozdegalicia.es,Un sinfín de planes para este 9 de agosto en la Costa da Morte,P. Blanco,¿Es sábado y no sabes a dónde ir? Ponle remedio echándole un ojo a esta completa agenda,https://www.lavozdegalicia.es/noticia/carballo/2025/08/09/sinfin-planes-9-agosto-costa-da-morte/00031754694366066694238.htm,https://img.lavdg.com/sc/gjy1nwAXGXfSZ5xqfosSjzbKx-8=/1280x/2025/08/09/00121754694781455763433/Foto/c_20250706_155652006.jpg,"Para empezar, cuatro recomendaciones. La Festa da Carballeira de Zas, las Rutas do Mar de Muxía, la Tarde-Noite no Medievo de Riobó y las carrilanchas de Caión. De cada una tiene información a un gol… [+3650 chars]",2025-08-09T03:00:00,2025-07-27,2025-08-25
ENEL,ENEL,es,Www.df.cl,Las cinco acciones del IPSA con mejores dividendos reportados,Francisco Noguera,"En un escenario de menores tasas y retroceso de la inflación, Inversiones Aguas Metropolitana, Enel Américas, Vapores, Entel y Banco de Chile lideran el ranking de rentabilidad por dividendo, con retornos que superan el 7% anual.",https://www.df.cl/senal-df/el-deal/las-cinco-acciones-del-ipsa-con-mejores-dividendos-reportados,https://www.df.cl/noticias/site/artic/20250808/imag/foto_0000000620250808182050/BOLSA-DE-COMERCIO-GENERICAS_RJ-1212054.jpg,"Tanto en mercados desarrollados como emergentes, los retornos por dividendo se posicionan como una alternativa atractiva, en un contexto en que la tasa del Tesoro estadounidense a 10 años rinde un 4,… [+5713 chars]",2025-08-09T00:30:00,2025-07-27,2025-08-25
ENEL,ENEL,es,Expansion.com,Doce valores con dividendo gancho y un buen potencial en Bolsa,Susana Pérez,"Banco Sabadell, Iberdrola, Merlin, Repsol y Santander son las apuestas españolas. Allianz, BNP Paribas, E.ON, Enel, Intesa, Stellantis y UniCredit completan un selecto grupo de valores europeos para ganar. Leer",https://www.expansion.com/mercados/2025/08/09/68965092e5fdeab01d8b458f.html,https://phantom-expansion.uecdn.es/8f6498905a54602336be01d8bafb4df4/f/webp/assets/multimedia/imagenes/2025/08/08/17546813431205.jpg,"Banco Sabadell, Iberdrola, Merlin, Repsol y Santander son las apuestas españolas. Allianz, BNP Paribas, E.ON, Enel, Intesa, Stellantis y UniCredit completan un selecto grupo de valores europeos para … [+13456 chars]",2025-08-08T22:02:05,2025-07-27,2025-08-25
ENEL,ENEL,es,La Nacion,El Gobierno puso fecha para la concesión de las represas hidroeléctricas en Neuquén y Río Negro,LA NACION,El Ejecutivo prolongó hasta el 31 de diciembre las actuales concesiones en manos de privados; en menos de cuatro meses podría lanzar una licitación para vender parte de sus activos y dar una concesión,https://www.lanacion.com.ar/economia/el-gobierno-puso-fecha-para-la-concesion-de-las-represas-hidroelectricas-en-neuquen-y-rio-negro-nid08082025/,https://resizer.glanacion.com/resizer/v2/la-central-hidroelectrica-alicura-de-aes-en-rio-UEV2O2L3L5D6XHSFCYJ3JK3U44.JPG?auth=d73eb6ef60b27f3463b43c13ae32c8cf67ac076b82b613cfe2ac70f0623fd0bd&width=1200&quality=70&smart=false&height=800,"El Gobierno confirmó que lanzará un concurso público nacional e internacional para la venta de acciones de las unidades de negocio de cada uno de los complejos hidroeléctricos en Neuquén y Río Negro,… [+3009 chars]",2025-08-08T20:30:39,2025-07-27,2025-08-25
ISA,ISA,es,Milenio,Joven se va de vacaciones y al regresar la corren de su trabajo por culpa de un error de su jefa; caso viral | VIDEO,Adriana Paez,"Una joven se viralizó en redes sociales luego de que dio a conocer, llorando, que en su trabajo la despidieron después de que se fue de vacaciones a Europa con su novio.De acuerdo con la joven, en Recursos Humanos le dijeron que su jefa no había entregado su …",https://www.milenio.com/virales/joven-se-va-de-vacaciones-y-la-despiden-su-jefa-no-lo-informo-a-rh,https://cdn.milenio.com/uploads/media/2025/08/08/joven-se-va-de-vacaciones.jpg,"Una joven se viralizó en redes sociales luego de que dio a conocer, llorando, que en su trabajo la despidieron después de que se fue de vacaciones a Europa con su novio.
De acuerdo con la joven, en … [+3072 chars]",2025-08-08T19:55:00,2025-07-27,2025-08-25
ENEL,ENEL,es,Culturaocio.com,The Batman 2 rescatará 30 años después un personaje de DC olvidado en el cine,,"La secuela de The Batman comenzará su filmación la próxima primavera, con vistas a estrenarse el 1 de octubre de 2027. Las últimas informaciones relacionadas apuntan a que un olvidado e histórico miembro de la batfamilia, durante más de 30 años, estará de vue…",https://www.culturaocio.com/cine/noticia-the-batman-rescatara-30-anos-despues-personaje-dc-olvidado-cine-20250808175447.html,https://img.europapress.es/fotoweb/fotonoticia_20250808175447_1200.jpg,"MADRID, 8 Ago. (CulturaOcio) - 
   La secuela de The Batman comenzará su filmación la próxima primavera, con vistas a estrenarse el 1 de octubre de 2027. Las últimas informaciones relacionadas apunt… [+2438 chars]",2025-08-08T15:54:47,2025-07-27,2025-08-25
ENEL,ENEL,es,Andro4all.com,Estas 5 series originales de Movistar Plus+ son ideales para ver de maratón este fin de semana,David Freire,"La gran mayoría de las plataformas de streaming cuentan con contenidos propios, pero, sin lugar a dudas, la más prolífica de ellas es Movistar Plus+, ya que el servicio de la operadora españoal cuenta con un amplio catálogo de series originales hechas en Espa…",https://andro4all.com/series/estas-5-series-originales-de-movistar-plus-son-ideales-para-ver-de-maraton-este-fin-de-semana,https://andro4all.com/hero/2025/08/los-sin-nombre-recopilatorio-portada.jpg?width=1200,"'Los sin nombre' es una de las series exclusivas de Movistar Plus+ que deberías ver este verano
La gran mayoría de las plataformas de streaming cuentan con contenidos propios, pero, sin lugar a duda… [+6651 chars]",2025-08-08T14:01:25,2025-07-27,2025-08-25
ECOPETROL,ECOPETROL,es,Www.abc.es,El régimen cubano acumula 18.000 millones de dólares con el país en la miseria,(abc),"Cuba atraviesa una de las peores crisis humanitarias de su historia, con falta de productos básicos, cortes de electricidad de hasta 26 horas o más, inflación récord y una pobreza extrema que obliga miles de personas a buscar comida en la basura. Mientras el …",https://www.abc.es/internacional/regimen-cubano-acumula-18000-millones-dolares-pais-20250807173714-nt.html,https://s2.abcstatics.com/abc/www/multimedia/internacional/2025/08/07/castro-U87120555036YRX-1024x512@diario_abc.jpg,"Cuba atraviesa una de las peores crisis humanitarias de su historia, con falta de productos básicos, cortes de electricidad de hasta 26 horas o más, inflación récord y una pobreza extrema que obliga … [+4645 chars]",2025-08-08T02:15:48,2025-07-27,2025-08-25
ENEL,ENEL,es,La Nacion,Adiós a una histórica tienda en California: el icónico local departamental que se despide para siempre el 26 de agosto,LA NACION,"Nordstrom cerrará para siempre su histórica sucursal en Santa Monica Place el 26 de agosto de 2025 tras 15 años de operación. Fundada en 1901, la icónica marca de moda toma esta decisión en medio de cambios estratégicos y desafíos en el centro comercial, enfo…",https://www.lanacion.com.ar/estados-unidos/california/adios-a-una-historica-tienda-en-california-el-iconico-local-departamental-que-se-despide-para-nid07082025/,https://resizer.glanacion.com/resizer/v2/nordstrom-rack-ofrece-todo-tipo-de-productos-para-H4NFEEPKBZC4HA2KN4XRKBWEZQ.jpg?auth=4ed60d8564dd751ca55b7b1799298d259423ea1cef320dd7aa9dc7931474ef30&width=1200&quality=70&smart=false&height=800,"El local Nordstrom ubicado en el centro comercial Santa Mónica Place, en California, cerrará sus puertas de forma definitiva el próximo 26 de agosto, tras 15 años de operación. La cadena de tiendas d… [+3283 chars]",2025-08-08T00:25:07,2025-07-27,2025-08-25
Grupo SURA,Grupo SURA,es,Latercera.com,Socovesa compra participación de fondo de Sura y reactiva proyecto inmobiliario Madagascar,Patricia San Juan,De este modo Socovesa Desarrollos Comerciales ha pasado a ser titular del 97% de las acciones de la sociedad Madagascar SpA y la filial Inmobiliaria Arcilla Roja ha pasado a ser titular de cuentas por cobrar a la referida sociedad.,https://www.latercera.com/pulso/noticia/socovesa-compra-participacion-en-proyecto-inmobiliario-madagascar-a-fondo-de-inversion-de-sura/,https://www.latercera.com/resizer/v2/5N6RZVKGT5ASNK3XGJUO3G3IVY.jpg?auth=de031b4b237838b06d1e2097d3decfcfac6cbf2f892fde111349a1db3f8c50ee&height=630&width=1200&smart=true,"El grupo inmobiliario Socovesa informó que aumentó su participación en la propiedad del proyecto Madagascar.
Mediante un hecho esencial enviado a la Comisión Para el Mercado Financiero (CMF) la comp… [+1734 chars]",2025-08-07T22:32:08,2025-07-27,2025-08-25
ENEL,ENEL,es,Forbes.com.mx,Renovables para un futuro resiliente,Forbes Content,"Forbes México.
 Renovables para un futuro resiliente

El crecimiento de las fuentes limpias en el mundo es una señal clara del rumbo que debemos seguir. En México, Enel Green Power lidera este camino con una visión de sostenibilidad, valor compartido e innova…",https://forbes.com.mx/ad-renovables-para-un-futuro-resiliente/,https://cdn.forbes.com.mx/2025/08/Portada-1-49-1.jpg,"De acuerdo al informe Global Electricity Review 2025 de EMBER, la generación solar mundial creció un 29% en 2024, la tasa más alta en seis años. Este fenómeno global refleja un cambio estructural irr… [+2391 chars]",2025-08-07T22:25:37,2025-07-27,2025-08-25
ENEL,ENEL,es,Latercera.com,Las 10 comunas de la RM con corte de luz programado para este viernes,Sandar Estrella Oporto,"Revisa a continuación el detalle con los sectores afectados y horarios de la interrupción del servicio, requerida para la realización de trabajos.",https://www.latercera.com/servicios/noticia/las-10-comunas-de-la-rm-con-corte-de-luz-programado-para-este-viernes/,https://www.latercera.com/resizer/v2/Q6C5H6HYYZD6RHMZBTCY3EGYOE.jpg?auth=ef5a03043aad5a06f833ec590667254fc031db7961112629f1b7375e02198d44&height=630&width=1200&smart=true,"La compañía de electricidad Enel anunció una serie de cortes de luz programados para sectores acotados de la Región Metropolitana.
Según indicó la empresa en su sitio web, la interrupción del sumini… [+1709 chars]",2025-08-07T21:58:33,2025-07-27,2025-08-25
